1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2147.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2148.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2149.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2150.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2151.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2152.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2153.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2154.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2155.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2156.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2157.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2158.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2159.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2160.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2161.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2162.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2163.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2164.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1983 г.	Постановления Совета министров СССР за 1983 г. (за исключением Постановления Совета министров СССР № 1208-403)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2165.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г. (за исключением Постановлений Совета министров СССР №№ 72-18, 148-45, 168-47)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2167.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г. (за исключением Постановлений Совета министров СССР №№ 212-60сс, 345-90)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2168.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г. (за исключением Постановления Совета министров СССР № 628-142сс)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2169.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2170.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г. (за исключением Постановления Совета министров СССР № 919-207)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2171.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2172.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2173.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2174.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г. (за исключением Постановлений Совета министров СССР №№ 1065-257сс, 2090-269)	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2175.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2176.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2177.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2178.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2179.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2180.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2181.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2182.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2183.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2184.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2185.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2186.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2187.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2188.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
1984 г.	Постановления Совета министров СССР за 1984 г.	ГА РФ. Ф. Р-5446. Оп. 106с. Д. 2189.	Рассекречено в 2018 году	Совет народных комиссаров СССР – Совет Министров СССР. 1921–1991
